iso,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
TZA,1031646.418,1087635.248,713280.4711,422712.9715,477130.99,395821.4744,436418.3582,189328.5177,106478.5212,155705.1488,281425.9323,164080.7285,177978.4714,85662.15703,63720.24523,113730.4799,101723.129,120194.9109,96283.56515,155127.3646,124197.1116,65279.91401,42866.45023,36858.50437,29282.62828,15112.05936,71248.66068,47143.40372,30248.4796,19317.70411,20058.53589,7940.676996,6996.141835,9831.483236,30.93679378,528.8868036,2148.183334
UGA,27304.98352,85256.45165,197865.1583,236731.6696,252297.4722,263389.9156,269664.5747,99768.5518,66197.03376,59544.00195,70905.95593,409417.0492,399104.8571,603587.5326,538684.3751,383883.855,243058.4271,445558.0546,492370.4064,515963.672,374555.1641,562477.5702,419506.9369,1498.044295,4557.819407,14329.35158,26272.78723,29973.57097,32875.11751,7494.953344,15147.06663,21479.84589,7878,11102.38428,15141.84334,3567.003693,7446.38292
UKR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62168.51576,65888.59038,92021.03608,93860.74748,90954.29911,95658.84407,99260.95764,100956.8835,96703.82691,91823.57379,116564.9938,124234.868,114536.5433,105499.6147,102443.985,196660.1093,181785.2935,166467.3415,153369.5762,142901.7331,138381.2949,157895.712,145640.9045,141021.4355,133984.5024,129288.2974,131189.6047
URY,77325,675,90,1760,800,990,5950,380,100,550,10200,935,80,0,25,10,10,30,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
USA,15620,8570,7485,12935,14110,31410,18275,16980,90965,138930,48215,11155,1560,4790,1545,2445,690,500,500,425,580,205,280,185,330,275,215,700,355,315,1110,0,935,2560,940,NA,0
UZB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577721.6687,301504.8127,354836.4607,248046.6623,75901.7254,44131.08368,40111.40889,125450.8158,174675.7906,47541.7587,20469.80685,12615.17803,13089.74182,12577.89749,101471.7148,119237.344,123004.2602,569.7010209,2560.725427,11023.84893,61856.07142,207.9322474,340.3174909,585.6005121,1120.919658,1259.123661,1353.810752
VCT,95,3785,315,75,25,10,5,50,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,156275,71000,56315,59165,109870,70130,96305,61695,50800,49405,76365,59745,101220,76820,860,445,135,20,0,110,575,11960,0,0,0,390,160,0,0,0,0,5,0,3200,0,0,3635
VNM,710193.4164,1107916.284,1478039.166,1679210.499,1691880.777,1557926.2,1482573.43,1313817.371,1107107.234,919459.0442,805436.4648,720751.0292,648109.5222,554205.1351,515947.3943,481371.5088,453087.7549,430189.4259,416613.1969,398133.1561,380791.0216,371734.8767,212057.1458,104562.2182,130233.8388,127707.2668,163295.4958,152190.6632,172187.0246,180535.7041,81120.40532,95370.85905,111271.4843,18597,256,1082.426416,227
VUT,660.1247825,6348.855151,2879.5278,12348.25389,6056.008506,6881.567623,2225.956354,1245.587095,1212.163811,709.6541622,3784.889509,1440.878322,740.1486371,520.3946986,436.9529933,332.0049744,717.1348455,1127.042941,19.20513188,132.2190111,212.3444759,634.8044912,1078.011727,1597.224074,624.3879828,433.9671346,34.86085261,41.31106344,44.30150467,10.05078028,21.30481771,40.38139112,55.10914423,21.00671905,104.4767022,163.8509437,29.60965437
WSM,212.8284298,193.4878475,306.3137927,405.2491815,2919.443934,2420.185853,2226.207765,2115.536762,1952.506619,1754.346909,1721.368302,1567.124741,1430.763249,1307.577451,1196.013164,1120.867009,1026.560148,951.9423058,6.071730037,18.97543958,40.16590116,41.49889459,144.300813,71.96522087,135.1238283,277.5673967,360.3441327,463.4251737,136.0337049,63.53945412,96.04560392,113.6602058,118.4218819,122.6998757,155.8099617,191.4782308,239.9670117
YEM,258184.0863,527544.1043,749526.5349,904518.0734,698579.2577,468554.5835,451253.4347,340399.7986,543786.8311,404180.7133,190609.3682,168655.2707,139841.8982,136314.659,131635.2769,193489.5313,145692.8341,197142.5358,256337.3668,257301.1647,163985.2732,106341.1261,168314.0882,217187.4727,194629.3982,207252.5677,964.7470966,3679.771816,12614.59614,21396.42901,34716.65376,43726.03477,4660.171849,4289,468,143,433
ZAF,639814.1894,557874.8276,675737.8667,651310.3049,721054.9045,553543.8733,939352.4858,628730.3699,738525.5988,451891.1694,237804.453,229655.6581,521738.6547,298670.7367,348953.7101,269245.3039,83252.94525,9813.085526,17066.9999,43797.1604,31849.39683,45075.90356,33356.93418,39522.74738,22380.30851,27262.80425,28233.10772,10062.09609,67477.47958,296867.9819,98663.71952,51608.7958,38463.23239,28352.84852,24597.57792,23847.6481,8522.65548
ZMB,729098.5374,245625.3776,170193.0838,124586.3078,170257.7222,88747.14186,55245.94415,45967.63953,28792.07297,26234.76498,19143.38761,37006.34729,40934.50055,47831.26609,35433.79924,35830.47408,30591.61676,57070.98782,78455.57923,102790.0663,65559.49816,84076.87979,23018.27918,205.3945289,4123.732992,8723.889419,9510.99559,3287.054345,6742.06543,53973.05613,52756.3971,27374.30201,260.4590367,6241.342912,9265.125573,119.4287773,3387.176708
ZWE,28868.23591,37296.81725,284734.1952,163744.031,152044.1695,139308.3644,121939.3765,364014.297,321503.7017,130487.6748,158500.3726,123895.3577,225946.6886,252849.802,99492.64997,250103.4531,118571.3059,50748.98361,955.8815011,5607.167831,8627.6036,10260.34088,5193.609639,8280.193274,11004.3344,12028.37863,3994.428254,7279.442399,10895.8636,27771.80709,15841.53373,12539.24274,2919.414283,7055.164224,8548.571505,2301.310876,5287.187123
