"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"KEN",2188.15129914435,7557.25572984268,12583.3849286123,15824.3552508774,12690.1146409595,10736.3146149915,9793.5453776665,7812.67429423739,7329.45714555322,6880.10697371742,6533.46158140735,6104.27477383145,5730.23501192341,5545.95910473001,5415.89762198335,5466.32227018188,5636.34836310022,5898.74401616261,5542.00419805739,6203.69001213294,6546.07319457884,6952.29314190384,-60.961817031401,343.10877971555,1509.15454003924,3339.42158630573,4759.32927671539,5785.64066145874,5946.9985130781,1337.92903021875,2118.17210747132,2987.57231306707
"KGZ",15.538049524339,32.3839680079085,42.5788686060941,43.5810743718581,47.9467078014744,49.5180068795068,48.0710833622688,52.2813488173518,50.9272677694748,51.7086724764211,51.054461084355,51.8834469948099,17.3035478469406,9.80748142034753,4.15449860038056,1.93875248919523,1.46936387361856,1.1768805965413,0.980486623070846,0.76518037553347,0.6562956440089,-0.0705822453118785,-0.0972216267307544,-0.122153925291298,-0.146919093944254,-0.168217390393523,-0.192837014170759,-0.211746617629878,-0.221371992827649,-0.22768820530053,-0.232923275771816,-0.228707945798772
"KHM",585.673872368175,1653.15160448558,2810.51413912274,3635.32988974825,3721.38176500066,3871.72530768917,3291.64812985037,3210.72149132944,3447.79290776717,3514.72104995155,3699.6908594865,3658.8882390701,3764.55662294375,3655.91839907327,3329.31048557395,2970.35949517923,2811.99121273095,2811.41755731172,2746.91495057309,2550.57189816716,2430.79331631569,457.317632286526,278.60475988949,112.039748810936,254.314913175004,421.471709672494,638.333879638236,201.27620463025,317.038567281087,424.308032536085,431.099198544059,129.033082423701
"KIR",6.7480275468386,6.65670797076481,6.97805160273665,5.41318061385387,7.15608886936645,7.30655322779927,7.05251381549091,6.93537727830154,4.1457682754965,3.84420114754429,3.0960033346822,3.19862334620022,2.3940470232448,1.81942186472468,2.67931423866893,4.17571370124179,3.15952633367348,2.10666027249257,-0.161336058940035,0.702090440470233,1.72201353883053,2.24554275560928,1.36357556595443,2.20427100174384,3.10903932385371,1.86832923733397,2.79759732758373,0.772498918988271,0.876896287298485,-0.0178776175791608,0.565235828189039,0.607931215072451
"KNA",0.167843096500408,0.342685054327406,0.408179256379746,0.420173340777669,0.204301947173863,0.142772911129915,0.0864149302262038,0.0661618991245814,0.077070256694858,0.0676224564528853,0.0538006780190159,0.0462541567149083,0.0417600601564676,0.0389927588658288,0.0373101121697453,0.0362166768800473,0.0353549718621024,0.025089525555009,0.0187756918841669,0.014770408413451,0.011439723525024,0.010992825346906,0.0093615958568757,0.00825287504911863,0.0068919080904765,0.00622906833475758,0.00569726153952383,0.00526401539249931,0.00472052903934741,0.00394986403809824,0.00257285272275614,0.00250132327682558
"KOR",221.574072324421,333.476816386175,374.487634772708,327.214062593544,245.068760987189,164.842168179683,80.530950261695,77.9168151211727,87.5332653467458,70.201612816433,40.7908978426939,37.7662013576086,37.2741795311167,36.5968698222959,36.5038539862211,36.3520097662203,37.665127920667,38.9582986911073,38.6068686449493,36.5575804166678,30.3043839111644,-1.73553908483665,-2.07249481965685,-2.27410244441437,-2.54771491196752,-2.65831301852407,-2.68495590909761,-2.74908821245152,-2.71009774392106,-2.79084558199071,-2.92636539947435,-3.04502299886243
"KWT",10.0549197319321,10.7330798472009,11.0230268955245,10.9206698192033,9.73453686036292,8.76967290805509,6.70397458852261,5.96225027045032,5.39860698019189,4.98553503982112,6.70771229066409,8.62873796042072,8.63163161746665,7.59120710096166,0.269975758834604,0.701222299765433,0.626006845469834,0.588962037016299,-0.155672656982902,-0.147394585700598,-0.139201103751677,-0.12535911171705,-0.105114018267201,-0.0832244095314684,-0.0637487397462243,-0.0247901527903738,-0.0385753110933416,-0.038261235159043,-0.0230147142668878,-0.0269722655507139,-0.0431792980165616,-0.0562866693122463
"LAO",40.5175680050437,127.859364476405,252.596034147652,414.796030040062,604.987823789807,810.727312023444,1008.16143650599,1207.95224505472,1368.16244766041,1530.56222484439,1610.47211463792,1634.31272183324,1661.70332644458,1717.18524174176,1623.54234917467,1607.43854966691,1200.34498388704,1198.15407397212,1155.02714914471,1141.05161712326,1073.74454566856,545.681407147088,625.545154026744,762.755853192608,873.312959453082,991.492240393531,1083.89545713575,3.37230410027143,26.6925557859537,64.0410258759976,107.113165073824,-0.95671423378288
"LBN",-1.26618981058857,36.0995729541107,58.6928077856311,54.4606097682371,50.2141511408893,45.5031041320925,42.0019504554339,37.3224034167749,32.6861403932849,27.5838460806386,25.6583830115259,23.8381746132993,16.2731386957395,12.4194883332752,11.297098036666,6.44058417541831,4.1648200545567,3.27751175219095,3.12883357757668,2.37966099297606,-0.496710712285274,-1.23315464114522,-1.6404790012907,-1.75872505065356,-0.231770882645839,5.72194637812335,6.26238621541922,7.91974967299715,5.81805763201751,3.94231474194065,2.86509035173022,2.34174156609962
"LBR",987.98028175274,2474.31448813553,3247.7135541216,3582.46745090331,3728.60107434212,3782.66574403568,3823.56780637089,3879.30643936994,3813.05601201235,3768.75556524516,3684.1075293108,3651.89440912101,3599.30058873611,3576.64831393602,3586.32587134493,3587.89968078784,3665.18248493582,3800.35542317466,4027.88545456131,2501.54012186523,2301.27082976807,2436.65520685902,2325.62261016431,3041.59692431225,-27.7167102106535,252.792949090353,966.044029903129,38.242108665831,355.983432992051,699.372874229694,1355.79543328091,189.896933086293
"LBY",21.5389316671789,29.3666953146446,33.9015788641831,32.5864279030113,30.0624349956369,29.4953992498597,27.9102885163297,28.7558855236933,28.5211277589951,26.9790074150267,22.5072159185105,21.2073795581459,17.4663175251719,16.2708461077229,15.5375456903921,14.7982199714342,14.2034454300253,14.1698228772588,14.0457275807451,14.1499065556458,14.0957314644004,9.95660078451209,11.735267928274,12.2515323476463,8.38189977558787,-0.425092931402397,-0.559473237719479,-0.674887815852034,-0.774043725435451,-0.58125919140228,-0.697393990755609,-0.794779117042761
"LCA",0.449000939472507,1.12513762337267,0.95384158805401,0.972973404123186,0.768584648486218,0.649814970677714,0.351960868804379,0.34344544942021,0.32909279483216,0.233669660208298,0.303387705285911,0.145717907334418,0.131294501032264,0.0949656571152412,0.0759194240417974,0.0620361117268249,0.0519640056594859,0.0448821392257179,0.0429385536933513,0.0382539428989126,0.0355278043685652,0.0388427644463852,0.0337365643420341,0.0337248503750272,0.0360411500621124,0.0330663643605887,0.0306980273438298,0.0288469206471572,0.0399156265586815,0.0398861993247683,0.0390358349753159,0.0407027624704661
"LKA",1174.9213125738,2224.16404539376,2614.15211381016,2705.08796771114,2682.1010920738,2344.55472289286,1872.76613716826,1495.75180493304,1252.46626924994,870.608037384822,747.576417517353,723.252101073954,654.184591868893,620.697840322809,562.761510590865,567.059026537101,450.914105626661,405.959509964193,391.15786592808,370.142667163616,339.902525879516,264.37198937107,191.965560655509,-15.3917049156176,-18.7962766818216,-21.2431505359742,-24.0382877589699,-26.0440250601036,-26.4840069611563,-28.3297084699297,-28.9513416994318,-27.1383436043162
"LSO",341.183163343135,403.556324521587,433.128272528756,441.240552506795,396.55356450915,287.249317443369,246.118701380892,216.065200230731,197.123127209032,180.492301492607,168.712376721466,159.431497193609,151.89228704928,144.444116330806,140.092181961594,135.468422294768,134.740363584517,138.148840991382,144.586064258987,30.8502817933557,-3.05374009642355,-4.74774728677138,9.17162268080049,-3.08919808391844,7.45420836945502,15.6079059976778,20.5971307741978,-2.28971380160158,2.16700115639911,10.3493393931069,21.1933976639823,31.3337879991725
"LTU",14.894582263746,19.383454196717,21.6513511648979,21.9398147785675,22.5046854562686,22.8832360877958,22.443702413115,23.2999878984598,23.5391245740164,22.5953968210442,22.5576008715226,22.1572698563436,10.3765077883038,6.39350915561295,2.65882331873814,1.28101860200574,0.998058472364089,0.824784959849095,0.666687825869907,0.570694613012426,0.478145940693115,0.415708436315665,0.373305152607175,0.336777230110405,0.312228238143847,0.286497055909087,0.27031033838951,0.253608643175956,0.237008222425616,0.227027199567138,0.217820236558914,0.207735519366937
"LUX",1.42580685789523,1.46715559368317,1.50689546433501,1.24590086956943,1.0644625061451,0.92656471359753,0.808840091725565,0.551436098116834,0.522855407401586,0.486093767257565,0.470857379013644,0.44959157306751,0.457967035401775,0.447317249809638,0.425377704758811,0.40925894443523,0.3106308386503,0.297106111594519,0.281824952406914,0.291888844722862,0.289608432558358,0.282631976578392,0.282493428966317,0.280589947996033,0.268086543360451,0.249463638668975,0.241996907902407,0.231953865193294,0.227941122175976,0.223570059845572,0.233506957774368,0.225452240869056
"LVA",11.5208168070743,13.7912214495495,14.6121642978741,15.3254203126576,16.0784724672256,15.892328087424,16.4171034926994,17.1194043859239,16.7116876093276,15.7022451730002,15.3775223774752,15.3195586633538,7.09566429660689,4.65194892301698,1.97013801446069,1.54256452947526,1.15024048980315,0.578656210488068,0.487042056468817,0.396909029768309,0.34282777970148,0.293136566617041,0.260228303089098,0.230356471977334,0.206906897393313,0.191851318873992,0.178310960347607,0.162459348982683,0.154374417095409,0.148238255605882,0.140878754337198,0.145306351875928
