,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
TZA,63100,79764,102127,68804,39311,46032,38229,42109,14568,7033,14920,27188,13040,16471,3558,3160,10676,7287,10023,5887,14649,11847,5131,1673,1419,23,2362,7726,3413,1574,167,1622,1668
UGA,13415,18630,11408,43016,20072,,,,1666,660,2637,,36511,,49815,42659,26198,12562,42528,42737,42554,48543,49871,29429,141,22,5736,3776,1319,1601,1313,3312,2027
UKR,,,,,,,,,,,6841,5321,13289,23452,9837,1923,8678,7000,5107,1389,817,16970,7587,411,146,2392,42724,1005,48,,39,1333,12746
URY,141,15465,135,18,352,160,198,1190,76,20,110,2040,187,16,0,5,2,2,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,13506,3124,1714,1497,2587,2822,6282,3655,3396,18193,27786,9643,2231,312,958,309,489,138,100,100,85,116,41,56,37,66,55,43,140,71,63,222,0
UZB,,,,,,,,,,,3943,3878,2020,2354,1661,294,228,261,875,1193,80,22,25,85,75,737,823,863,2,0,117,476,0
VCT,257,19,757,63,15,5,2,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,9750,31255,14200,11263,11833,21974,14026,19261,12339,10160,9881,15273,11949,20244,15364,172,89,27,4,0,22,115,2392,0,0,0,78,32,0,0,0,0,1
VNM,86901,62400,72466,125176,87796,82231,68463,30460,23308,22332,8175,9874,11830,12015,11853,6171,5156,6507,11690,14134,16512,12058,6755,2297,217,410,1978,17,352,6582,2809,750,578
VUT,39,45,832,401,1634,940,1064,253,140,169,67,541,154,67,27,27,4,113,,12,9,7,101,165,,3,0,0,0,0,0,0,0
WSM,376,72,28,7,0,1095,1,0,0,1,0,0,4,7,0,0,87,0,8,,,,,0,0,0,0,,,0,8,0,1
YEM,18020,21355,24482,33348,39713,27997,15596,17408,10424,26681,,75,2420,601,35,225,,51,8785,26126,,485,890,8536,12708,6285,8079,13,7,130,510,2676,2177
ZAF,19193,15809,12906,16735,16160,17884,13459,22559,15258,18268,10624,4777,22745,12870,6845,8845,6501,1337,977,385,1459,1166,1043,251,721,615,86,21,39,5857,24393,92,32
ZMB,98659,184210,73499,51140,36881,51000,23866,14793,12487,5747,6748,2822,11006,11829,14255,8533,9459,7140,,23518,30930,16997,25036,881,35,45,459,535,140,26,15754,13234,896
ZWE,23650,4995,4941,36253,21662,22290,20388,17675,49812,47509,13728,24090,17346,34071,37785,8529,37407,12971,2049,772,1483,529,304,998,31,420,212,242,0,853,9696,0,0
