,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
IRL,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
IRN,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
IRQ,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
ISL,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
ISR,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
ITA,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
JAM,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
JOR,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
JPN,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
KAZ,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
KEN,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
KGZ,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
KHM,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,
KIR,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
KNA,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
KOR,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
KWT,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
LAO,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
LBN,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
LBR,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,
LBY,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
LCA,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
LKA,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
LSO,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
LTU,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
LUX,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
LVA,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
MAR,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
MCO,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
MDA,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
MDG,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,
MDV,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
MEX,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
MHL,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
MKD,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
MLI,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
MLT,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
MMR,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
MNE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
MNG,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
MOZ,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
MRT,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,
MUS,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
MWI,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
MYS,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
NAM,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
NER,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,
NGA,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
NIC,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
NIU,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
NLD,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
NOR,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
NPL,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,
NRU,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
NZL,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
OMN,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
PAK,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,
PAN,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
PER,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
PHL,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
PLW,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
PNG,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
POL,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
PRK,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
PRT,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
PRY,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
QAT,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
ROU,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
RUS,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
RWA,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
SAU,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
SDN,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
SEN,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
SGP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
SLB,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
SLE,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,
SLV,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
SMR,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
SOM,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
SRB,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
STP,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
SUR,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
SVK,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
SVN,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
SWE,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,
SWZ,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
SYC,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
