,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
MCO,26078,26459,26930,27459,28004,28533,29036,29521,29990,30447,30896,31330,31745,32154,32574,33014,33485,33974,34444,34840,35126,35288,35341,35323,35282,35260,35267,35295,35336,35377,35407,35427,35427
MDA,4009843,4048617,4089860,4132440,4174621,4214911,4252908,4288282,4319640,4345351,4364114,4375448,4379153,4374636,4361360,4339081,4308050,4268774,4221726,4167552,4107184,4040579,3969040,3896494,3827963,3767077,3715541,3672638,3636510,3604078,3573024,3542928,3514381
MDG,8746516,8983494,9220693,9462343,9714342,9981113,10264368,10563491,10877757,11205548,11545782,11898267,12263899,12643864,13039754,13452526,13882646,14329239,14790245,15262817,15744811,16235767,16736029,17245275,17763367,18290394,18826126,19371023,19926785,20495695,21079532,21678934,22293914
MDV,154316,159459,165053,171015,177213,183538,189974,196513,203072,209545,215859,221963,227863,233611,239291,244965,250659,256347,261973,267456,272745,277825,282743,287594,292505,297576,302825,308239,313843,319660,325694,331964,338442
MEX,70353013,71916281,73415735,74880326,76351106,77859344,79410218,80999175,82635332,84326921,86077004,87890094,89757916,91653826,93541577,95392647,97201533,98968558,100678867,102316781,103873607,105339877,106723661,108056312,109381550,110731826,112116694,113529819,114968039,116422752,117886404,119361233,120847477
MHL,30578,31891,33330,34890,36562,38327,40196,42140,44054,45802,47288,48469,49369,50040,50565,51008,51389,51697,51930,52080,52145,52131,52066,51992,51968,52037,52210,52487,52880,53396,54038,54764.70166,54764.70166
MKD,1895727,1911496,1922729,1931280,1939913,1950487,1964188,1980064,1995338,2006063,2009710,2004813,1993080,1978999,1968851,1967013,1975207,1991687,2013117,2034487,2052129,2065098,2074441,2080866,2085728,2090044,2093801,2096620,2098769,2100558,2102216,2103890,2105575
MLI,6735247,6865516,7004456,7145879,7281246,7405201,7514770,7613990,7713098,7826368,7964066,8130473,8322743,8535338,8759442,8988853,9222157,9462256,9712365,9977308,10260577,10562768,10882662,11219737,11572936,11941258,12325545,12725629,13138299,13559296,13985961,14416737,14853572
MLT,329937,334982,340020,344983,349821,354497,358936,363119,367148,371174,375295,379551,383872,388114,392075,395615,398698,401373,403688,405716,407529,409116,410493,411790,413170,414747,416584,418640,420796,422872,424738,426356,427764
MMR,34474755,35288662,36114948,36942428,37756446,38546211,39307611,40042444,40753329,41445433,42123003,42782387,43422423,44052710,44686091,45329862,45991828,46664455,47321204,47925630,48453000,48894203,49261313,49577152,49875169,50181020,50500070,50828959,51174018,51540490,51931231,52350763,52797319
MNE,579088,582632,585565,588228,591105,594509,598606,603201,607814,611773,614601,616158,616630,616282,615521,614669,613774,612812,611947,611367,611196,611525,612325,613448,614670,615820,616854,617800,618649,619408,620078,620644,621081
MNG,1689621,1733477,1777724,1823211,1871083,1921881,1976309,2033347,2089721,2141016,2184159,2217937,2243525,2263224,2280519,2298063,2316598,2335723,2355618,2376197,2397473,2419669,2443231,2468595,2496248,2526502,2559496,2595068,2632834,2672223,2712738,2754209,2796484
MOZ,12142014,12438624,12729259,12992559,13200833,13338850,13390888,13374618,13348965,13394656,13567959,13893546,14350459,14893218,15453464,15981571,16463426,16914628,17350739,17798102,18275618,18785719,19319894,19873460,20438827,21010376,21587317,22171404,22762525,23361025,23967265,24581367,25203395
MRT,1534141,1578670,1624427,1671233,1718837,1767099,1815983,1865686,1916611,1969295,2024163,2081380,2140957,2202966,2267433,2334388,2403805,2475726,2550307,2627739,2708095,2791403,2877431,2965667,3055425,3146164,3237713,3330037,3422901,3516077,3609420,3702763,3796141
MUS,966036,978067,988890,998625,1007503,1015763,1023278,1030175,1037260,1045588,1055865,1068409,1082877,1098471,1114033,1128676,1142191,1154701,1166070,1176227,1185143,1192719,1198972,1204161,1208653,1212752,1216518,1219976,1223336,1226841,1230659,1234910,1239557
MWI,6236824,6403934,6559281,6731171,6958278,7264519,7667832,8150040,8655185,9105429,9447123,9657518,9759434,9800635,9851737,9964065,10153315,10404259,10700180,11012707,11321496,11623166,11926778,12238739,12569091,12924746,13307535,13713758,14138207,14573338,15013694,15457531,15906483
MYS,13833739,14180093,14543585,14926976,15333369,15764340,16221767,16703500,17202032,17707064,18211097,18709963,19205112,19701410,20206546,20725374,21259831,21805835,22355057,22896048,23420751,23925742,24413795,24890654,25365089,25843466,26327098,26813819,27302348,27790324,28275835,28758968,29239927
NAM,1012761,1034446,1056758,1081740,1112044,1149389,1194769,1247186,1303879,1360921,1415447,1466152,1513689,1559480,1605828,1654214,1705309,1757969,1809719,1857149,1897953,1931282,1958303,1981237,2003320,2027026,2052931,2080700,2110791,2143498,2178967,2217618,2259393
NER,5834248,5998722,6167768,6341634,6520599,6705210,6895733,7093264,7300220,7519642,7753907,8004058,8270248,8552812,8851763,9167078,9499605,9849621,10215806,10596258,10989815,11396434,11817297,12254040,12708897,13183798,13679705,14197289,14737895,15302948,15893746,16511462,17157042
NGA,73698099,75729574,77729805,79729313,81775217,83901572,86118046,88412920,90773617,93179760,95617350,98085373,100592242,103144749,105752796,108424827,111166210,113979481,116867371,119831888,122876727,126004992,129224641,132550146,135999250,139585891,143314909,147187353,151208080,155381020,159707780,164192925,168833776
NIC,3250470,3343536,3437017,3529935,3621067,3709708,3794923,3877325,3959636,4045623,4137788,4237154,4342319,4450371,4557125,4659458,4756631,4849272,4937320,5021079,5100920,5176685,5248577,5317878,5386299,5455219,5524927,5595533,5667983,5743329,5822209,5905146,5991733
NIU,3403,3273,3130,2981,2840,2716,2611,2522,2448,2385,2333,2292,2260,2233,2204,2168,2123,2069,2011,1953,1900,1852,1809,1768,1728,1686,1643,1598,1555,1511,1468,1426.271428,1426.271428
NLD,14087014,14164995,14237409,14307057,14377594,14451798,14530414,14613206,14700683,14793094,14890341,14993190,15101062,15210799,15318124,15420000,15514794,15603344,15688091,15772758,15859863,15950214,16042368,16133907,16221364,16302242,16375813,16442848,16504193,16561282,16615243,16666206,16714018
NOR,4082525,4095177,4107655,4120386,4133833,4148355,4164166,4181326,4199817,4219532,4240375,4262367,4285504,4309606,4334434,4359788,4385951,4412958,4440109,4466468,4491572,4514723,4536647,4560013,4588444,4624388,4668989,4721080,4777943,4835629,4891251,4943754,4993875
NPL,14384864,14718228,15062998,15417207,15778051,16143975,16513244,16887696,17273606,17679536,18111200,18569445,19050879,19551500,20065413,20587157,21115271,21647305,22175431,22690158,23184177,23655119,24102862,24525527,24921910,25292058,25634043,25950022,26249412,26544943,26846016,27156367,27474377
NRU,7488,7597,7719,7855,8007,8174,8356,8550,8752,8956,9157,9354,9544,9719,9863,9970,10033,10058,10056,10046,10041,10046,10057,10075,10094,10114,10133,10154,10180,10212,10255,10298.35349,10298.35349
NZL,3147183,3165407,3189133,3216318,3243586,3268709,3290651,3310922,3332798,3360829,3397983,3446005,3503125,3564531,3623421,3675060,3717342,3752131,3783470,3817367,3858032,3906817,3961937,4020706,4079075,4134117,4185020,4232734,4278186,4322941,4368136,4413923,4459852
OMN,1154375,1220512,1289842,1360637,1430680,1498416,1562144,1622123,1681070,1742950,1810103,1885036,1965586,2043912,2109246,2154600,2175998,2177723,2171135,2172287,2192535,2239025,2308409,2389121,2464001,2522325,2554905,2569739,2593523,2663224,2802768,3024774,3314001
PAK,79984297,82733080,85601555,88577077,91643160,94783463,97998462,101278129,104583470,107865403,111090879,114229172,117291344,120336722,123450933,126689577,130083700,133597492,137139290,140580398,143832014,146857081,149693684,152419974,155151394,157971415,160905794,163928329,167008083,170093999,173149306,176166353,179160111
PAN,1990062,2038073,2086331,2134880,2183773,2233064,2282798,2333008,2383722,2434964,2486776,2539140,2592117,2645922,2700823,2757004,2814525,2873288,2933100,2993685,3054812,3116409,3178450,3240805,3303335,3365929,3428509,3491034,3553480,3615846,3678128,3740282,3802281
PER,17328542,17766418,18203502,18641054,19081183,19525200,19973258,20424055,20875714,21325690,21772035,22213359,22649612,23081735,23511358,23939261,24365985,24789855,25206817,25611482,26000080,26372358,26729909,27073334,27403845,27723281,28030688,28328410,28625628,28934303,29262830,29614887,29987800
PHL,47398432,48716422,50067906,51453251,52872611,54324952,55811616,57329415,58867229,60410438,61948688,63476449,64996507,66517085,68050807,69606539,71184718,72780928,74393147,76018006,77651848,79297756,80953652,82604681,84231329,85821214,87366573,88875548,90371287,91886400,93444322,95053437,96706764
PLW,12197,12383,12667,13015,13371,13698,13982,14237,14485,14762,15089,15471,15894,16345,16804,17254,17694,18122,18522,18876,19172,19402,19573,19698,19803,19906,20011,20118,20228,20346,20472,20589.71353,20589.71353
PNG,3215483,3304188,3395798,3489402,3583707,3677854,3771592,3865448,3960314,4057467,4157903,4261797,4369087,4480243,4595761,4715929,4841020,4970823,5104516,5240941,5379226,5518971,5660267,5803302,5948461,6095959,6245797,6397623,6550877,6704829,6858945,7012977,7167010
POL,35640731,35990055,36342382,36685429,37003322,37284545,37523786,37723245,37888376,38028328,38149944,38255349,38342766,38410794,38456866,38479899,38480234,38461279,38428791,38390217,38351437,38314744,38280547,38250426,38225455,38206337,38194163,38189136,38189735,38193591,38198754,38204598,38210924
PRK,17372172,17623339,17899241,18191886,18488002,18778106,19058994,19334557,19610518,19895397,20194361,20510215,20838090,21166238,21478552,21763678,22016518,22240833,22444993,22641754,22840225,23043449,23248059,23449180,23639303,23813333,23969917,24111989,24243894,24371865,24500520,24631291,24763188
PRT,9764820,9834183,9883285,9914366,9931422,9938162,9934200,9920649,9904680,9895447,9899450,9919947,9955317,10001046,10050045,10097055,10140627,10182158,10222540,10263532,10306192,10350660,10395630,10439031,10478122,10510967,10536701,10555902,10569881,10580673,10589792,10597629,10603804
PRY,3198848,3291955,3390101,3492295,3597135,3703512,3811042,3919708,4029203,4139286,4249747,4360358,4470934,4581390,4691695,4801834,4911701,5021271,5130723,5240321,5350253,5460621,5571371,5682350,5793330,5904170,6014781,6125285,6236005,6347383,6459721,6573097,6687361
QAT,223752,248077,277245,309256,341249,371026,398284,423300,445197,463079,476517,485129,489606,491996,495106,501154,512476,529491,550367,572155,593693,611808,629745,660238,720383,821159,967602,1152459,1359114,1564082,1749713,1910902,2050514
ROU,22399772,22524816,22625516,22712306,22799867,22897617,23011308,23134692,23250690,23335356,23372101,23355868,23293930,23197350,23082816,22963512,22841943,22717415,22596183,22484940,22388354,22310092,22249564,22201592,22158163,22113264,22065409,22015937,21964962,21913311,21861476,21808931,21754741
RUS,138535754,139498480,140476522,141472090,142489232,143524125,144581921,145641178,146639276,147494499,148148752,148577986,148798341,148842678,148763601,148602147,148375246,148079919,147715550,147275875,146762881,146170247,145520813,144879644,144331352,143932966,143715023,143652377,143677033,143689741,143617913,143438152,143169653
RWA,5140786,5313633,5485328,5666907,5873794,6112554,6405995,6740876,7045785,7223798,7214696,6973664,6545100,6066268,5728464,5663838,5929575,6470628,7169658,7853015,8395577,8760003,8987523,9126167,9254379,9429457,9660946,9928143,10222961,10529668,10836732,11144315,11457801
SAU,9843265,10484746,11172632,11885086,12592829,13273786,13918323,14528398,15107785,15665086,16206078,16739895,17263613,17758096,18197011,18567343,18848350,19060850,19282965,19620692,20144584,20891594,21825217,22852333,23839231,24690067,25371936,25915624,26366358,26796375,27258387,27761728,28287855
SDN,14418063,14935032,15469003,16012898,16557307,17097619,17622954,18139966,18682216,19295483,20008804,20840825,21771781,22745490,23683211,24529722,25263021,25903704,26491253,27085465,27729798,28434810,29186427,29973979,30778572,31585871,32397535,33218250,34040065,34853178,35652002,36430923,37195349
SEN,5568908,5723711,5888343,6062681,6246065,6437891,6638009,6846349,7062329,7285204,7514110,7749606,7990968,8234586,8475766,8711528,8940298,9164050,9387783,9618564,9861679,10119118,10390050,10673535,10967568,11270826,11582925,11904974,12238791,12586827,12950564,13330737,13726021
SGP,2414527,2463248,2520497,2583244,2646985,2708638,2766759,2822832,2880192,2943637,3016404,3100095,3193046,3291284,3389124,3482640,3570085,3653156,3735537,3822625,3918189,4023284,4136239,4254766,4375413,4495537,4614310,4732065,4848676,4964312,5078969,5192183,5303264
SLB,230614,238488,246502,254602,262719,270809,278846,286868,294962,303258,311849,320764,329984,339490,349250,359236,369439,379861,390493,401323,412336,423529,434880,446335,457827,469306,480745,492148,503541,514964,526447,537997,549598
SLE,3180237,3255883,3330947,3408340,3492174,3584397,3688492,3800961,3908478,3993016,4042678,4053257,4031730,3991434,3951544,3927105,3919708,3928313,3961869,4030443,4139757,4295667,4493047,4712763,4928175,5119895,5280909,5416015,5532139,5641182,5751976,5865491,5978727
SLV,4660556,4734486,4804671,4872098,4938109,5003828,5068961,5133598,5199613,5269378,5344226,5425293,5511138,5597322,5677743,5748013,5806750,5855226,5895018,5928809,5958794,5985299,6008308,6029366,6050297,6072538,6096692,6122952,6151776,6183484,6218195,6256242,6297394
SMR,21398,21707,21990,22255,22515,22776,23041,23304,23571,23847,24134,24442,24769,25098,25406,25678,25897,26077,26271,26551,26967,27543,28251,29013,29722,30301,30721,31007,31198,31359,31534,31735,31735
SOM,6089707,6251730,6271538,6199671,6113252,6068425,6082723,6138907,6217331,6285456,6321615,6319531,6294017,6269244,6278911,6346440,6481035,6673254,6904978,7149044,7385416,7609265,7825924,8037706,8249965,8466938,8687671,8910851,9140259,9380854,9636173,9907903,10195134
SRB,9057483,9143080,9226892,9306730,9379847,9444963,9498091,9541117,9585529,9647031,9735429,9856680,10003406,10155774,10286132,10374777,10414857,10412782,10378462,10327680,10272445,10215292,10153869,10089717,10023606,9956359,9889237,9823743,9760977,9701912,9647109,9597413,9552553
STP,94953,96991,98802,100515,102325,104371,106684,109211,111894,114647,117395,120154,122929,125628,128135,130378,132323,134029,135650,137396,139428,141783,144447,147455,150842,154615,158806,163390,168253,173240,178228,183177,188098
SUR,365616,366637,367895,369654,372272,375979,380890,386852,393483,400251,406764,412884,418700,424326,429968,435776,441734,447771,453920,460215,466668,473312,480099,486867,493394,499523,505186,510433,515372,520173,524960,529761,534541
SVK,4988654,5029208,5065658,5098607,5129108,5157959,5185162,5210468,5234146,5256497,5277709,5298036,5317386,5335164,5350537,5362950,5372351,5379101,5383590,5386384,5388010,5388448,5387913,5387441,5388338,5391489,5397396,5405718,5415434,5425044,5433437,5440253,5445757
SVN,1831862,1854780,1879215,1903900,1927124,1947594,1965000,1979495,1990846,1998929,2003772,2005157,2003358,1999549,1995314,1991848,1989709,1988790,1988806,1989178,1989545,1989732,1990090,1991368,1994578,2000349,2009036,2020156,2032470,2044248,2054232,2061952,2067717
SWE,8310915,8319810,8323466,8326196,8333904,8350814,8377863,8413658,8457108,8506236,8559107,8616535,8677787,8737500,8788696,8826720,8849420,8859106,8861204,8863595,8872284,8888444,8911156,8941754,8981282,9030163,9089677,9159155,9234561,9310295,9382297,9448965,9511313
SWZ,603373,621314,639333,658496,680253,705492,734790,767417,801350,833787,862728,887248,907947,926224,944223,963428,984506,1006760,1028694,1048151,1063715,1074761,1082183,1087929,1094758,1104642,1118253,1134977,1153929,1173678,1193148,1212159,1230985
SYC,65679,66633,67465,68148,68657,68982,69092,69028,68943,69045,69474,70307,71489,72873,74239,75433,76391,77173,77891,78720,79774,81093,82611,84218,85751,87094,88210,89134,89902,90577,91208,91799,92339
SYR,8956156,9277280,9613572,9960919,10313558,10667245,11020570,11374437,11729760,12088336,12451539,12818302,13187960,13562742,13945646,14338240,14746306,15168523,15591261,15995760,16371208,16700984,16994676,17298476,17676012,18167367,18804914,19561477,20346056,21031546,21532647,21804363,21889682
TCD,4512758,4610917,4715985,4829852,4954649,5091809,5242737,5407077,5582282,5764631,5951574,6142558,6338934,6542419,6755540,6980351,7216321,7463347,7724316,8002899,8301151,8620917,8959964,9311234,9665024,10014413,10356822,10694366,11030628,11371325,11720781,12080037,12448175
TGO,2720838,2812051,2915098,3026308,3140297,3252995,3363537,3472650,3579803,3684782,3787602,3887716,3985364,4082422,4181481,4284497,4392177,4504291,4620710,4740974,4864753,4992225,5123674,5258956,5397851,5540214,5685845,5834806,5987491,6144457,6306014,6472304,6642928
THA,47369137,48319564,49247430,50165305,51090390,52031925,53003237,53993052,54956736,55833321,56582726,57184324,57661001,58069612,58491145,58983954,59562136,60206941,60903042,61623143,62343379,63069070,63797841,64488338,65087400,65559487,65883961,66076927,66185340,66277335,66402316,66576332,66785001
TJK,3917642,4030104,4146923,4269775,4400743,4540688,4690913,4849253,5008827,5160375,5297286,5417554,5523207,5616797,5702611,5784330,5862347,5937177,6012933,6094661,6186152,6289340,6404118,6529609,6663929,6805655,6954522,7111025,7275252,7447396,7627326,7814850,8008990
TKM,2861000,2931343,3002785,3075867,3151262,3229499,3310059,3392823,3479088,3570558,3668000,3772350,3881973,3991917,4095512,4188010,4267690,4335991,4395293,4449427,4501419,4551762,4600171,4648037,4696876,4747839,4801595,4858236,4917543,4978962,5041995,5106668,5172931
TLS,580730,583567,596572,616650,638938,659876,678277,695175,711794,730158,751488,776772,804803,832053,853716,866700,869024,862622,853069,848230,853585,871353,899367,933369,966987,995619,1018013,1035706,1050244,1064191,1079450,1096293,1114106
TON,93007,93451,93682,93774,93838,93953,94149,94403,94687,94952,95165,95321,95443,95560,95712,95928,96218,96574,96991,97457,97962,98504,99083,99691,100319,100960,101617,102289,102947,103557,104098,104554,104941
TTO,1085308,1102562,1120610,1138673,1155701,1170935,1184053,1195243,1204890,1213625,1221904,1229906,1237486,1244410,1250316,1255001,1258365,1260677,1262544,1264781,1267980,1272347,1277723,1283868,1290379,1296933,1303478,1310040,1316449,1322518,1328095,1333082,1337439
TUN,6308096,6475068,6646813,6823131,7003884,7188667,7376818,7567199,7758276,7948214,8135302,8319297,8499285,8672158,8834117,8982649,9116617,9237249,9347451,9451481,9552776,9652120,9749636,9847323,9947369,10051352,10160243,10273932,10391460,10511204,10631830,10753073,10874915
TUR,43905790,44936836,45997940,47072603,48138191,49178079,50186914,51168270,52125597,53065801,53994605,54911233,55815175,56713073,57613441,58522320,59442502,60372413,61308204,62243779,63174483,64100297,65022300,65938265,66845635,67743052,68626337,69496513,70363511,71241080,72137546,73058638,73997128
TUV,8051,8160,8284,8413,8537,8648,8741,8821,8889,8949,9004,9056,9103,9148,9188,9227,9264,9298,9334,9374,9419,9471,9530,9590,9646,9694,9732,9762,9786,9806,9827,9848.874301,9848.874301
TZA,18686808,19282215,19898033,20532688,21183696,21849853,22527517,23218477,23933171,24685791,25484814,26337403,27236099,28157055,29067333,29944302,30780453,31586039,32378333,33183093,34020512,34895398,35806497,36760831,37765139,38824384,39942347,41119693,42353790,43639752,44973330,46354607,47783107
UGA,12549779,12930714,13324390,13738114,14181630,14661481,15180721,15736176,16320417,16922648,17534839,18156095,18788440,19430461,20081152,20740726,21407693,22084527,22780451,23507800,24275641,25088033,25943441,26838428,27766986,28724869,29711397,30728747,31778799,32864328,33987213,35148064,36345860
UKR,49973757,50182620,50380588,50571093,50758465,50944246,51129093,51307274,51465783,51587406,51658594,51678509,51647501,51555398,51390495,51146967,50821019,50421998,49974187,49510626,49057226,48620596,48200504,47807199,47450472,47135932,46871328,46653183,46461350,46267306,46050220,45802721,45529944
URY,2915735,2934985,2954236,2973436,2992644,3011918,3031053,3049987,3069112,3088980,3109941,3131936,3154657,3177867,3201235,3224383,3247585,3270549,3291677,3308884,3320841,3326762,3327500,3325411,3323822,3325155,3330217,3338384,3348898,3360431,3371982,3383486,3395253
USA,230176361,232441494,234742529,237080098,239455612,241870002,244328858,246832552,249371280,251931440,254506647,257076988,259652287,262290373,265070064,268039654,271231546,274606475,278053607,281419130,284594395,287532638,290270187,292883010,295487267,298165797,300942917,303786752,306657153,309491893,312247116,314911752,317505266
UZB,16026812,16454356,16889450,17331390,17778956,18231176,18686358,19144237,19606739,20076683,20555113,21042262,21534297,22023116,22498069,22950898,23381250,23789736,24170760,24517962,24828562,25098636,25334021,25553928,25784397,26044401,26340696,26668950,27023200,27392784,27769270,28151746,28541423
VCT,100506,101378,102202,102985,103742,104477,105197,105892,106533,107081,107509,107811,108001,108097,108129,108122,108078,108001,107923,107879,107897,107989,108150,108353,108562,108749,108908,109045,109158,109249,109316,109357,109373
VEN,15096432,15549525,15990376,16426198,16867806,17322754,17793283,18275997,18766017,19256060,19740786,20218813,20691641,21160262,21626607,22092144,22556838,23020184,23482700,23945002,24407553,24870441,25333622,25797219,26261326,26725897,27190882,27655937,28120312,28583040,29043283,29500625,29954782
VNM,54897387,56169066,57489843,58852292,60244982,61658342,63084681,64521553,65969990,67433249,68909883,70402814,71899198,73363060,74747565,76020043,77166873,78199254,79140734,80027521,80887879,81728768,82547682,83352595,84150651,84947852,85747625,86553201,87369203,88199997,89047397,89913956,90795769
VUT,115634,118578,121433,124248,127094,130028,133040,136129,139369,142852,146633,150779,155242,159814,164209,168236,171802,175004,178074,181346,185058,189285,193950,198952,204135,209375,214654,220001,225398,230833,236299,241778,247262
WSM,155554,156435,157401,158383,159281,160030,160591,161014,161424,162001,162865,164073,165568,167206,168786,170158,171276,172191,172979,173758,174614,175567,176592,177677,178794,179928,181073,182240,183444,184704,186029,187429,188889
YEM,7906977,8220933,8557021,8910830,9276622,9651313,10028064,10409987,10815614,11270427,11790249,12384543,13040955,13726827,14396720,15018201,15578640,16088019,16564235,17035531,17522537,18029989,18551068,19081306,19612696,20139661,20661714,21182162,21703571,22229625,22763008,23304206,23852409
ZAF,29077143,29828874,30611206,31409913,32204952,32983013,33733411,34462637,35194906,35964539,36793490,37693622,38649664,39623496,40561776,41426810,42204043,42906581,43558285,44195890,44846286,45513217,46187794,46869028,47553025,48235291,48919359,49602778,50267488,50889543,51452352,51949041,52385920
ZMB,5847241,6038971,6235352,6435110,6636560,6838392,7040796,7243918,7446478,7646911,7844516,8038236,8229480,8423058,8625477,8841338,9073311,9320089,9577483,9839179,10100981,10362137,10625423,10894519,11174650,11470022,11781612,12109620,12456527,12825031,13216985,13633796,14075099
ZWE,7289069,7572129,7876786,8197858,8527836,8860331,9193889,9527192,9854098,10167392,10461782,10733048,10981267,11210802,11428655,11639364,11846110,12045813,12229500,12384727,12503652,12586763,12640922,12673103,12693047,12710589,12724308,12740160,12784041,12888918,13076978,13358738,13724317
